event_id,source,source_row,equipment,component,event_type,severity,symptom,recommended_action,status,running_hours,ship_speed,lever_position,gt_shaft_torque_knm,gt_rpm,gas_generator_rpm,hp_turbine_exit_temp_c,compressor_outlet_temp_c,hp_turbine_exit_pressure_bar,compressor_outlet_pressure_bar,gt_exhaust_pressure_bar,fuel_flow_kg_s,compressor_decay,turbine_decay,text
sensor-4824-compressor,data.csv,4824,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4825,3.0,1.138,3842.06,1415.764,6720.732,549.292,563.498,1.238,6.648,1.019,0.183,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4825. Ship speed: 3.0 knots. GT RPM: 1415.764. Fuel flow: 0.183 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4825-compressor,data.csv,4825,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4826,6.0,2.088,3320.905,1380.382,6826.57,507.431,560.521,1.218,6.524,1.02,0.134,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4826. Ship speed: 6.0 knots. GT RPM: 1380.382. Fuel flow: 0.134 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4826-compressor,data.csv,4826,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4827,9.0,3.144,8378.389,1386.753,7107.065,583.817,580.831,1.389,7.466,1.02,0.242,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4827. Ship speed: 9.0 knots. GT RPM: 1386.753. Fuel flow: 0.242 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4827-compressor,data.csv,4827,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4828,12.0,4.161,14722.403,1547.464,7778.572,638.064,606.866,1.658,8.882,1.023,0.338,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4828. Ship speed: 12.0 knots. GT RPM: 1547.464. Fuel flow: 0.338 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4828-compressor,data.csv,4828,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4829,15.0,5.14,21632.906,1924.333,8489.969,705.209,637.728,2.08,11.045,1.026,0.495,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4829. Ship speed: 15.0 knots. GT RPM: 1924.333. Fuel flow: 0.495 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4829-compressor,data.csv,4829,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4830,18.0,6.175,29791.867,2307.407,8823.154,772.149,667.929,2.504,13.175,1.03,0.675,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4830. Ship speed: 18.0 knots. GT RPM: 2307.407. Fuel flow: 0.675 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4830-compressor,data.csv,4830,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4831,21.0,7.148,38987.489,2678.081,9130.614,824.68,690.907,2.967,15.472,1.035,0.869,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4831. Ship speed: 21.0 knots. GT RPM: 2678.081. Fuel flow: 0.869 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4831-compressor,data.csv,4831,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4832,24.0,8.206,50994.341,3087.517,9312.853,921.898,732.729,3.577,18.365,1.041,1.19,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4832. Ship speed: 24.0 knots. GT RPM: 3087.517. Fuel flow: 1.19 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4832-compressor,data.csv,4832,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4833,27.0,9.3,72773.103,3560.427,9768.101,1078.523,779.453,4.503,22.506,1.05,1.768,0.97,0.991,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4833. Ship speed: 27.0 knots. GT RPM: 3560.427. Fuel flow: 1.768 kg/s. Compressor decay: 0.97. Turbine decay: 0.991."
sensor-4833-compressor,data.csv,4833,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4834,3.0,1.138,4673.585,1412.456,6721.618,573.078,566.672,1.265,6.789,1.019,0.211,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4834. Ship speed: 3.0 knots. GT RPM: 1412.456. Fuel flow: 0.211 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4834-compressor,data.csv,4834,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4835,6.0,2.088,3311.611,1380.099,6828.893,506.515,560.316,1.218,6.515,1.02,0.133,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4835. Ship speed: 6.0 knots. GT RPM: 1380.099. Fuel flow: 0.133 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4835-compressor,data.csv,4835,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4836,9.0,3.144,8378.539,1386.754,7109.626,583.025,580.685,1.389,7.459,1.02,0.241,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4836. Ship speed: 9.0 knots. GT RPM: 1386.754. Fuel flow: 0.241 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4836-compressor,data.csv,4836,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4837,12.0,4.161,14722.457,1547.464,7780.566,637.204,606.708,1.658,8.873,1.023,0.337,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4837. Ship speed: 12.0 knots. GT RPM: 1547.464. Fuel flow: 0.337 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4837-compressor,data.csv,4837,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4838,15.0,5.14,21633.064,1924.334,8490.874,704.26,637.55,2.08,11.034,1.026,0.494,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4838. Ship speed: 15.0 knots. GT RPM: 1924.334. Fuel flow: 0.494 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4838-compressor,data.csv,4838,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4839,18.0,6.175,29792.103,2307.388,8824.175,771.072,667.711,2.503,13.162,1.03,0.673,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4839. Ship speed: 18.0 knots. GT RPM: 2307.388. Fuel flow: 0.673 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4839-compressor,data.csv,4839,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4840,21.0,7.148,38987.072,2678.08,9131.117,823.674,690.74,2.967,15.455,1.035,0.867,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4840. Ship speed: 21.0 knots. GT RPM: 2678.08. Fuel flow: 0.867 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4840-compressor,data.csv,4840,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4841,24.0,8.206,50994.237,3087.518,9313.264,920.869,732.571,3.577,18.344,1.041,1.188,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4841. Ship speed: 24.0 knots. GT RPM: 3087.518. Fuel flow: 1.188 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4841-compressor,data.csv,4841,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4842,27.0,9.3,72775.002,3560.419,9768.923,1077.671,779.313,4.502,22.48,1.05,1.766,0.97,0.992,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4842. Ship speed: 27.0 knots. GT RPM: 3560.419. Fuel flow: 1.766 kg/s. Compressor decay: 0.97. Turbine decay: 0.992."
sensor-4842-compressor,data.csv,4842,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4843,3.0,1.138,5218.302,1407.274,6721.084,587.527,568.752,1.282,6.884,1.019,0.23,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4843. Ship speed: 3.0 knots. GT RPM: 1407.274. Fuel flow: 0.23 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4843-compressor,data.csv,4843,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4844,6.0,2.088,3477.718,1382.751,6833.155,510.223,561.047,1.224,6.547,1.02,0.137,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4844. Ship speed: 6.0 knots. GT RPM: 1382.751. Fuel flow: 0.137 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4844-compressor,data.csv,4844,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4845,9.0,3.144,8378.647,1386.754,7112.186,582.234,580.54,1.389,7.452,1.02,0.24,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4845. Ship speed: 9.0 knots. GT RPM: 1386.754. Fuel flow: 0.24 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4845-compressor,data.csv,4845,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4846,12.0,4.161,14722.554,1547.465,7782.567,636.346,606.55,1.658,8.864,1.023,0.336,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4846. Ship speed: 12.0 knots. GT RPM: 1547.465. Fuel flow: 0.336 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4846-compressor,data.csv,4846,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4847,15.0,5.14,21633.186,1924.336,8491.779,703.312,637.372,2.08,11.023,1.026,0.493,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4847. Ship speed: 15.0 knots. GT RPM: 1924.336. Fuel flow: 0.493 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4847-compressor,data.csv,4847,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4848,18.0,6.175,29792.493,2307.379,8825.205,769.998,667.494,2.503,13.149,1.03,0.672,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4848. Ship speed: 18.0 knots. GT RPM: 2307.379. Fuel flow: 0.672 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4848-compressor,data.csv,4848,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4849,21.0,7.148,38986.64,2678.081,9131.62,822.672,690.573,2.966,15.438,1.035,0.865,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4849. Ship speed: 21.0 knots. GT RPM: 2678.081. Fuel flow: 0.865 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4849-compressor,data.csv,4849,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4850,24.0,8.206,50994.206,3087.515,9313.675,919.842,732.413,3.576,18.324,1.041,1.186,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4850. Ship speed: 24.0 knots. GT RPM: 3087.515. Fuel flow: 1.186 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4850-compressor,data.csv,4850,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4851,27.0,9.3,72775.876,3560.416,9769.727,1076.816,779.173,4.501,22.453,1.05,1.763,0.97,0.993,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4851. Ship speed: 27.0 knots. GT RPM: 3560.416. Fuel flow: 1.763 kg/s. Compressor decay: 0.97. Turbine decay: 0.993."
sensor-4851-compressor,data.csv,4851,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4852,3.0,1.138,6425.842,1391.662,6714.332,620.568,572.684,1.315,7.066,1.019,0.271,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4852. Ship speed: 3.0 knots. GT RPM: 1391.662. Fuel flow: 0.271 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4852-compressor,data.csv,4852,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4853,6.0,2.088,3547.232,1383.728,6836.318,511.423,561.198,1.227,6.554,1.02,0.139,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4853. Ship speed: 6.0 knots. GT RPM: 1383.728. Fuel flow: 0.139 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4853-compressor,data.csv,4853,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4854,9.0,3.144,8378.705,1386.755,7114.742,581.445,580.394,1.389,7.445,1.02,0.24,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4854. Ship speed: 9.0 knots. GT RPM: 1386.755. Fuel flow: 0.24 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4854-compressor,data.csv,4854,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4855,12.0,4.161,14722.66,1547.465,7784.57,635.49,606.392,1.658,8.855,1.023,0.335,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4855. Ship speed: 12.0 knots. GT RPM: 1547.465. Fuel flow: 0.335 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4855-compressor,data.csv,4855,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4856,15.0,5.14,21633.283,1924.338,8492.683,702.367,637.195,2.079,11.011,1.026,0.492,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4856. Ship speed: 15.0 knots. GT RPM: 1924.338. Fuel flow: 0.492 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4856-compressor,data.csv,4856,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4857,18.0,6.175,29792.82,2307.365,8826.23,768.927,667.278,2.503,13.135,1.03,0.671,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4857. Ship speed: 18.0 knots. GT RPM: 2307.365. Fuel flow: 0.671 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4857-compressor,data.csv,4857,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4858,21.0,7.148,38986.278,2678.084,9132.124,821.672,690.407,2.966,15.422,1.036,0.864,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4858. Ship speed: 21.0 knots. GT RPM: 2678.084. Fuel flow: 0.864 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4858-compressor,data.csv,4858,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4859,24.0,8.206,50994.166,3087.512,9314.085,918.819,732.256,3.575,18.304,1.041,1.184,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4859. Ship speed: 24.0 knots. GT RPM: 3087.512. Fuel flow: 1.184 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4859-compressor,data.csv,4859,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4860,27.0,9.3,72776.245,3560.424,9770.523,1075.961,779.034,4.5,22.427,1.05,1.761,0.97,0.994,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4860. Ship speed: 27.0 knots. GT RPM: 3560.424. Fuel flow: 1.761 kg/s. Compressor decay: 0.97. Turbine decay: 0.994."
sensor-4860-compressor,data.csv,4860,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4861,3.0,1.138,7247.275,1357.259,6695.536,650.994,574.626,1.328,7.157,1.019,0.318,0.97,0.995,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4861. Ship speed: 3.0 knots. GT RPM: 1357.259. Fuel flow: 0.318 kg/s. Compressor decay: 0.97. Turbine decay: 0.995."
sensor-4861-compressor,data.csv,4861,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4862,6.0,2.088,3831.162,1387.37,6841.173,518.592,562.39,1.237,6.605,1.02,0.148,0.97,0.995,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4862. Ship speed: 6.0 knots. GT RPM: 1387.37. Fuel flow: 0.148 kg/s. Compressor decay: 0.97. Turbine decay: 0.995."
sensor-4862-compressor,data.csv,4862,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.970.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,4863,9.0,3.144,8378.877,1386.755,7117.307,580.658,580.249,1.389,7.438,1.02,0.239,0.97,0.995,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.970.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 4863. Ship speed: 9.0 knots. GT RPM: 1386.755. Fuel flow: 0.239 kg/s. Compressor decay: 0.97. Turbine decay: 0.995."
